id,url,header,text,category,base_url
1,https://sfr.gov.ru/grazhdanam/pensionres/,Пенсионерам,"Пенсии бывают страховыми, накопительными и государственными. Их назначение зависит от возраста, здоровья, стажа и места работы пенсионера, его жизненных обстоятельств и наличия особого статуса.
В этом разделе вы можете ознакомиться с подробной информацией о видах пенсий и льготах для граждан пенсионного возраста, подать заявление о назначении пенсии или о переводе с одного вида пенсии на другой, а также выбрать способ доставки пенсионных выплат.
Заявление о выплате накопительной пенсии
Заявление пенсионера о перерасчете размера страховой пенсии принимается при условии одновременного представления необходимых для такого перерасчета документов, обязанность по представлению которых возложена на заявителя
Заявление о доставке пенсии
Заявление об изменении персональных данных
Заявление о выдаче справки о суммах пенсии, не полученных при жизни пенсионером
Заявление о восстановлении выплаты пенсии
Заявление о возобновлении выплаты пенсии
Заявление о добровольном возмещении излишне полученных сумм пенсии
Заявление о выплате начисленных сумм пенсии, причитавшихся пенсионеру и оставшихся неполученными в связи с его смертью
Заявление о перечислении пенсии в полном объеме или в определенной части этой пенсии в счет установленной платы за предоставляемые социальные услуги в стационарной форме социального обслуживания
Заявление о прекращении выплаты пенсии
Заявление об отказе от получения назначенной пенсии
Заявление о факте осуществления (прекращения) работы и (или) иной деятельности
Заявление о подтверждении места фактического проживания гражданина Российской Федерации
Уведомление
Заявление о подтверждении постоянного проживания в Российской Федерации гражданина Российской Федерации, получающего социальную пенсию",pensionres,https://sfr.gov.ru/grazhdanam/pensionres/
2,https://sfr.gov.ru/grazhdanam/pensionres/vozvrat,Возврат излишне выплаченных сумм пенсии,"Существует ряд случаев, когда право на получение пенсии может прекратиться, либо возникнуть обстоятельства, уменьшающие размер пенсионных выплат. Например, если трудоспособный получатель пенсии по потере кормильца завершает обучение. О наступлении подобных обстоятельств необходимо своевременно информировать Социальный фонд России, чтобы избежать переплаты пенсии и последующих возможных взысканий.
Сообщить о причинах, в результате которых может измениться размер пенсии либо полностью прекратиться право на ее выплату, следует не позднее следующего рабочего дня после их наступления. Сделать это можно с помощью заявления в свободной форме, подав его в любом территориальном органе Социального фонда независимо от места регистрации или проживания, а также по почте. При отправке заявления по почте нотариальное заверение не требуется.
В случае если пенсионеру не удалось вовремя проинформировать Социальный фонд об обстоятельствах, влияющих на получение пенсии, и в результате возникла переплата средств, необходимо обратиться в клиентскую службу или управление СФР и подать заявление о добровольном возмещении излишне полученных сумм пенсии. Если этого не сделать, вопрос взыскания средств будет решаться на основании решения территориального органа СФР или в судебном порядке (подробнее – раздел«Удержания из пенсии»).
Бланк заявления о добровольном возмещении излишне полученных сумм пенсии(.doc, 49,5 КБ).",pensionres,https://sfr.gov.ru/grazhdanam/pensionres/
3,https://sfr.gov.ru/grazhdanam/pensionres/priost,"Приостановление, прекращение и возобновление выплаты пенсии","Выплата пенсии приостанавливается в следующих случаях:
при неполучении установленной пенсии в течение шести месяцев подряд - на шесть месяцев начиная с 1-го числа месяца, следующего за тем месяцем, в котором истек указанный срок.
при неявке инвалида в назначенный срок на переосвидетельствование в федеральное учреждение медико-социальной экспертизы - на три месяца начиная с 1-го числа месяца, следующего за месяцем, в котором истек указанный срок. По истечении указанных трех месяцев выплата этой пенсии прекращается;
при достижении лицом, получающим пенсию по случаю потери кормильца, возраста 18 лет и отсутствия документов, подтверждающих его обучение по очной форме обучения в организации, осуществляющей образовательную деятельность по основным образовательным программам, либо истечения срока обучения после достижения им возраста 18 лет – на шесть месяцев начиная с 1-го числа месяца, следующего за месяцем, в котором указанному лицу исполнилось 18 лет, либо месяцем, в котором истек срок обучения;
при завершении лицом, получающим страховую пенсию по случаю потери кормильца, достигшим возраста 18 лет, обучения по основным образовательным программам основного общего или среднего общего образования в организации, осуществляющей образовательную деятельность, и отсутствия документов (сведений), подтверждающих его обучение по очной форме обучения в организации, осуществляющей образовательную деятельность по основным профессиональным образовательным программам, основным программам профессионального обучения, - пенсия приостанавливается на шесть месяцев начиная с 1 сентября года, в котором указанное лицо завершило обучение;
при истечении срока действия документа, выданного иностранному гражданину или лицу без гражданства в подтверждение его права на постоянное проживание в Российской Федерации ( вида на жительство), - на шесть месяцев начиная с 1-го числа месяца, следующего за месяцем, в котором истек срок указанного документа;
при поступлении документов о выезде пенсионера на постоянное жительство за пределы территории Российской Федерации в иностранное государство, с которым Российской Федерацией заключен международный договор, согласно которому обязательства по пенсионному обеспечению несет государство, на территории которого пенсионер проживает, и отсутствия документов, подтверждающих, что пенсионер не имеет права на пенсию на территории указанного государства, - на шесть месяцев начиная с 1-го числа месяца, следующего за месяцем, в котором поступили указанные документы;
при поступлении документов о выезде пенсионера на постоянное жительство за пределы территории Российской Федерации в иностранное государство, с которым Российской Федерацией не заключен международный договор, и отсутствия заявления пенсионера о выезде за пределы территории Российской Федерации – на шесть месяцев начиная с 1-го числа месяца, следующего за месяцем, в котором поступили указанные документы;
>непредставление ежегодного подтверждения лицом, получающим страховую пенсию по случаю потери кормильца, достигшим возраста 18 лет, факта обучения по очной форме по основным образовательным программам в иностранной организации, осуществляющей образовательную деятельность, расположенной за пределами территории Российской Федерации, - на шесть месяцев начиная с 1-го числа месяца, следующего за месяцем, в котором истек срок подтверждения факта обучения.
Порядок возобновления выплаты пенсии:
При устранении обстоятельств, повлекших приостановление выплаты пенсий, выплата пенсий возобновляется.
При устранении обстоятельств, повлекших приостановление выплаты пенсий, выплата пенсий возобновляется.
Возобновление выплаты пенсии (бланк заявления) производится с 1-го числа месяца, следующего за месяцем, в котором органом, осуществляющим пенсионное обеспечение, были получены заявление о возобновлении выплаты пенсии и соответствующие документы. В случае поступления в распоряжение территориального органа СФР документов (сведений), подтверждающих   обучение лица, получающего пенсию по случаю потери кормильца,  по очной форме обучения в организации, осуществляющей образовательную деятельность по основным образовательным программам, либо продления срока действия документа, выданного иностранному гражданину или лицу без гражданства в подтверждение его права на постоянное проживание в Российской Федерации (вида на жительство), выплата пенсии возобновляется без истребования заявления с 1-го числа месяца, следующего за месяцем, в котором территориальным органом СФР были получены указанные документы (сведения). При этом пенсионеру выплачиваются неполученные им суммы пенсии за все время, в течение которого выплата пенсии была приостановлена. Подать заявление можно также через личный кабинет наЕдином портале государственных и муниципальных услуг(функций);
Возобновление выплаты пенсии (бланк заявления) производится с 1-го числа месяца, следующего за месяцем, в котором органом, осуществляющим пенсионное обеспечение, были получены заявление о возобновлении выплаты пенсии и соответствующие документы. В случае поступления в распоряжение территориального органа СФР документов (сведений), подтверждающих   обучение лица, получающего пенсию по случаю потери кормильца,  по очной форме обучения в организации, осуществляющей образовательную деятельность по основным образовательным программам, либо продления срока действия документа, выданного иностранному гражданину или лицу без гражданства в подтверждение его права на постоянное проживание в Российской Федерации (вида на жительство), выплата пенсии возобновляется без истребования заявления с 1-го числа месяца, следующего за месяцем, в котором территориальным органом СФР были получены указанные документы (сведения). При этом пенсионеру выплачиваются неполученные им суммы пенсии за все время, в течение которого выплата пенсии была приостановлена. Подать заявление можно также через личный кабинет наЕдином портале государственных и муниципальных услуг(функций);
В случае прохождения лицом переосвидетельствования в федеральном учреждении медико-социальной экспертизы и подтверждения его инвалидности до истечения срока, на который была установлена инвалидность, выплата страховой пенсии, фиксированной выплаты к страховой пенсии по старости и к страховой пенсии по инвалидности в повышенном размере возобновляется со дня, с которого это лицо вновь признано инвалидом;
В случае прохождения лицом переосвидетельствования в федеральном учреждении медико-социальной экспертизы и подтверждения его инвалидности до истечения срока, на который была установлена инвалидность, выплата страховой пенсии, фиксированной выплаты к страховой пенсии по старости и к страховой пенсии по инвалидности в повышенном размере возобновляется со дня, с которого это лицо вновь признано инвалидом;
В случае пропуска лицом срока переосвидетельствования по уважительной причине и установления группы инвалидности за прошлое время выплата страховой пенсии по инвалидности возобновляется со дня, с которого гражданин вновь признан инвалидом, независимо от срока, прошедшего после приостановления выплаты страховой пенсии по инвалидности. Если при переосвидетельствовании установлена другая группа инвалидности, то выплата страховой пенсии по инвалидности и фиксированной выплаты к страховой пенсии по инвалидности возобновляется за указанное время по прежней группе инвалидности.
В случае пропуска лицом срока переосвидетельствования по уважительной причине и установления группы инвалидности за прошлое время выплата страховой пенсии по инвалидности возобновляется со дня, с которого гражданин вновь признан инвалидом, независимо от срока, прошедшего после приостановления выплаты страховой пенсии по инвалидности. Если при переосвидетельствовании установлена другая группа инвалидности, то выплата страховой пенсии по инвалидности и фиксированной выплаты к страховой пенсии по инвалидности возобновляется за указанное время по прежней группе инвалидности.
Выплата пенсии прекращается:
в случае смерти пенсионера, а также в случае объявления его в установленном законодательством Российской Федерации порядке умершим или признания его безвестно отсутствующим. Выплата пенсии прекращается с 1-го числа месяца, следующего за месяцем, в котором наступила смерть пенсионера либо вступило в законную силу решение суда об объявлении его умершим или о признании его безвестно отсутствующим;
по истечении шести месяцев со дня приостановления выплаты пенсии. Выплата пенсии прекращается начиная с 1-го числа месяца, следующего за месяцем, в котором истек указанный срок;
в случае утраты пенсионером права на назначенную ему пенсию.В том числе, в случаях:обнаружения обстоятельств или документов, опровергающих достоверность сведений, представленных в подтверждение права на указанную пенсию;истечения срока признания лица инвалидом;приобретения трудоспособности лицом, получающим пенсию по случаю потери кормильца;утраты права на страховую пенсию лицами, занятыми уходом за детьми , братьями, сестрами или внуками умершего кормильца, при достижении указанными иждивенцами возраста 14 лет или поступления на работу лица занятого уходом;утраты права на страховую пенсию лицами, занятыми уходом за детьми, не достигшими возраста 23 лет, погибшего (умершего) вследствие военной травмы кормильца, из числа лиц, проходивших военную службу по призыву, проходивших военную службу по контракту, призванных на военную службу по мобилизации в Вооруженные Силы Российской Федерации, проходивших службу в войсках национальной гвардии Российской Федерации и имеющих специальное звание полиции, граждан, пребывавших в добровольческих формированиях, погибшего (умершего) вследствие увечья (ранения, травмы, контузии) или заболевания, полученных в связи с исполнением обязанностей по контракту о пребывании в добровольческом формировании.
обнаружения обстоятельств или документов, опровергающих достоверность сведений, представленных в подтверждение права на указанную пенсию;
истечения срока признания лица инвалидом;
приобретения трудоспособности лицом, получающим пенсию по случаю потери кормильца;
утраты права на страховую пенсию лицами, занятыми уходом за детьми , братьями, сестрами или внуками умершего кормильца, при достижении указанными иждивенцами возраста 14 лет или поступления на работу лица занятого уходом;
утраты права на страховую пенсию лицами, занятыми уходом за детьми, не достигшими возраста 23 лет, погибшего (умершего) вследствие военной травмы кормильца, из числа лиц, проходивших военную службу по призыву, проходивших военную службу по контракту, призванных на военную службу по мобилизации в Вооруженные Силы Российской Федерации, проходивших службу в войсках национальной гвардии Российской Федерации и имеющих специальное звание полиции, граждан, пребывавших в добровольческих формированиях, погибшего (умершего) вследствие увечья (ранения, травмы, контузии) или заболевания, полученных в связи с исполнением обязанностей по контракту о пребывании в добровольческом формировании.
В случае утраты пенсионером права на назначенную ему пенсию выплата пенсии прекращается с 1-го числа месяца, следующего за месяцем, в котором обнаружены указанные выше обстоятельства или документы, либо истек срок инвалидности, либо наступила трудоспособность соответствующего лица.
тупления сведений об аннулировании вида на жительство пенсионеру - иностранному гражданину или лицу без гражданства в соответствии с Федеральным законом от 25 июля 2002 года N 115-ФЗ ""О правовом положении иностранных граждан в Российской Федерации"" - с 1-го числа месяца, следующего за месяцем, в котором в орган, осуществляющий пенсионное обеспечение, поступили соответствующие сведени
тупления сведений об аннулировании вида на жительство пенсионеру - иностранному гражданину или лицу без гражданства в соответствии с Федеральным законом от 25 июля 2002 года N 115-ФЗ ""О правовом положении иностранных граждан в Российской Федерации"" - с 1-го числа месяца, следующего за месяцем, в котором в орган, осуществляющий пенсионное обеспечение, поступили соответствующие сведени
в случае отказа пенсионера (бланк заявления) от получения назначенной страховой пенсии. Выплата пенсии прекращается с 1-го числа месяца, следующего за месяцем, в котором органом, осуществляющим пенсионное обеспечение, получено соответствующее заявление пенсионера. Подать заявление можно также черезЕдиный портал государственных и муниципальных услуг(функций).
в случае отказа пенсионера (бланк заявления) от получения назначенной страховой пенсии. Выплата пенсии прекращается с 1-го числа месяца, следующего за месяцем, в котором органом, осуществляющим пенсионное обеспечение, получено соответствующее заявление пенсионера. Подать заявление можно также черезЕдиный портал государственных и муниципальных услуг(функций).
Выплата страховой пенсии по инвалидности, наряду с указанными выше случаями прекращается:
со дня, с которого установлена страховая пенсия по старости, назначенная ранее достижения возраста, предусмотренного статьей 8 Федерального закона от 28.12.2013 № 400-ФЗ «О страховых пенсиях»;
с 1-го числа месяца, следующего за месяцем, в котором пенсионер достиг возраста для назначения страховой пенсии по старости, при наличии 15 лет страхового стажа и величины индивидуального пенсионного коэффициента не менее 30;
с 1-го числа месяца, следующего за месяцем, в котором пенсионер достиг возраста для назначения социальной пенсии по старости, предусмотренного подпунктом 5 пункта 1 статьи 11Федерального закона от 15 декабря 2001 года № 166-ФЗ ""О государственном пенсионном обеспечении в Российской Федерации"".
с 1-го числа месяца, следующего за месяцем, в котором пенсионер достиг возраста для назначения социальной пенсии по старости, предусмотренного подпунктом 5 пункта 1 статьи 11Федерального закона от 15 декабря 2001 года № 166-ФЗ ""О государственном пенсионном обеспечении в Российской Федерации"".
Выплата пенсии восстанавливается:
в случае отмены решения суда об объявлении пенсионера умершим или решения суда о признании пенсионера безвестно отсутствующим. Выплата пенсии восстанавливается с 1-го числа месяца, следующего за месяцем, в котором вступило в законную силу соответствующее решение;
по желанию пенсионера в случае наступления новых обстоятельств или надлежащего подтверждения прежних обстоятельств, дающих право на установление пенсии, если со дня прекращения выплаты указанной пенсии прошло не более 10 лет. В этом случае выплата пенсии восстанавливается с 1-го числа месяца, следующего за месяцем, в котором органом, осуществляющим пенсионное обеспечение, получены заявление о восстановлении выплаты этой пенсии и все необходимые документы;
при подаче пенсионером заявления о восстановлении выплаты пенсии (бланк заявления) после отказа от ее получения, выплата пенсии восстанавливается с 1-го числа месяца, следующего за месяцем, в котором органом, осуществляющим пенсионное обеспечение получено соответствующее заявление пенсионера. Подать заявление можно также через «Личный кабинет» на «Едином портале государственных и муниципальных услуг (функций)».
при подаче пенсионером заявления о восстановлении выплаты пенсии (бланк заявления) после отказа от ее получения, выплата пенсии восстанавливается с 1-го числа месяца, следующего за месяцем, в котором органом, осуществляющим пенсионное обеспечение получено соответствующее заявление пенсионера. Подать заявление можно также через «Личный кабинет» на «Едином портале государственных и муниципальных услуг (функций)».
По желанию пенсионера страховая пенсия может быть назначена вновь.
При восстановлении выплаты страховой пенсии право на страховую пенсию не пересматривается. При этом размер указанной пенсии определяется заново в порядке, предусмотренном Федеральным законом от 28.12.2013 № 400-ФЗ «О страховых пенсиях». В случае, если при восстановлении выплаты страховой пенсии ее размер не достигает размера страховой пенсии, установленного на день прекращения выплаты указанной страховой пенсии, пенсионеру восстанавливается страховая пенсия в прежнем, более высоком размере.
Подробнее: статьи 24-25 Федерального закона от 28.12.2013 № 400-ФЗ «О страховых пенсиях»",pensionres,https://sfr.gov.ru/grazhdanam/pensionres/
4,https://sfr.gov.ru/grazhdanam/pensionres/kompens_proezd,"Компенсация проезда к месту отдыха и обратно пенсионерам, проживающим в районах Крайнего Севера и приравненных к ним местностях","Неработающие пенсионеры, являющиеся получателями страховой пенсии по старости (с учетом фиксированной выплаты к страховой пенсии по старости) или страховой пенсии по инвалидности, при этом проживающие, в том числе фактически (без прописки или временной регистрации), в районах Крайнего Севера и приравненных к ним местностях, имеют право на компенсацию расходов на оплату стоимости проезда по территории Российской Федерации к месту отдыха и обратно (один раз в два года).",pensionres,https://sfr.gov.ru/grazhdanam/pensionres/
5,https://sfr.gov.ru/grazhdanam/pensionres/viplaty_vs_s,Выплаты в связи со смертью пенсионера,"Выплата неполученных сумм пенсий в связи со смертью пенсионера
Начисленные суммы пенсии, причитавшиеся пенсионеру в текущем месяце и оставшиеся неполученными в связи с его смертью в указанном месяце, не включаются в состав наследства и выплачиваются тем членам его семьи, которые относятся к лицам, указанным в части 2 статьи 10 Федерального закона от 28.12.2013 № 400-ФЗ «О страховых пенсиях» и проживали совместно с данным пенсионером на день его смерти, если обращение за не полученными суммами указанной пенсии последовало не позднее чем до истечения шести месяцев со дня смерти пенсионера. При обращении нескольких членов семьи за указанными суммами пенсии причитающиеся им суммы пенсии делятся между ними поровну.
При отсутствии перечисленных лиц, или истечении шести месяцев со дня смерти пенсионера, соответствующие суммы пенсии наследуются на общих основаниях, установленных Гражданским кодексом Российской Федерации.
Территориальный орган Социального фонда Российской Федерации вправе выдать справку о суммах пенсии, не выплаченных при жизни пенсионеру, возможным наследникам умершего пенсионера на основании их заявления и (или) запроса нотариуса.
Для выплаты неполученной суммы пенсии членам семьи умершего пенсионера, проживавшим совместно с ним на день его смерти, необходимо до истечения шести месяцев со дня смерти пенсионера представить следующие документы:
заявление о выплате начисленной и неполученной пенсионером суммы пенсии (бланк заявления);
заявление о выплате начисленной и неполученной пенсионером суммы пенсии (бланк заявления);
документ, удостоверяющий личность заявителя;
свидетельство о смерти;
документы, подтверждающие родственные отношения с умершим (свидетельство о браке, свидетельство о рождении и т.д.).
По истечению шести месяцев со дня смерти пенсионера выплата неполученных им сумм осуществляется наследникам, представившим следующие документы:
заявление о выплате начисленной и неполученной пенсионером суммы пенсии;
документ, удостоверяющий личность заявителя;
свидетельство о праве на наследство.
Вышеперечисленные документы предоставляются в любой территориальный орган Социального фонда России.
Выплата социального пособия на погребение
Социальное пособие на погребение из средств Социального фонда России выплачивается в случае, если умерший подлежал обязательному социальному страхованию на случай временной нетрудоспособности и в связи с материнством на день смерти или члены семьи (один из членов семьи) умершего несовершеннолетнего подлежали обязательному социальному страхованию на случай временной нетрудоспособности и в связи с материнством на день смерти этого несовершеннолетнего, а также в случаях, если пенсионное обеспечение умершего осуществлялось СФР и умерший не подлежал ОСС на случай временной нетрудоспособности и в связи с материнством на день на день смерти (решение принимается в течение одного рабочего дня со дня поступления заявления.
В случае если погребение осуществлялось за счет средств супруга, близких родственников, иных родственников, законного представителя умершего или иного лица, взявшего на себя обязанность осуществить погребение умершего, им выплачивается социальное пособие на погребение в размере, равном стоимости услуг, предоставляемых согласно гарантированному перечню услуг по погребению, установленному согласно статье 9 Федерального закона от 12 января 1996 года № 8-ФЗ «О погребении и похоронном деле», но не превышающем установленного предельного размера.
Индексация предельного размера стоимости услуг, предоставляемых согласно гарантированному перечню услуг по погребению, подлежащей возмещению специализированной службе по вопросам похоронного дела, а также предельного размера социального пособия на погребение осуществляется ежегодно с 1 февраля, (начиная с 2011 года).
С 1 февраля 2018 года индексация осуществляется исходя из  индекса роста потребительских цен за предыдущий год.
Таблица индексации предельного размера социального пособия на погребение
Предельный размер социального пособия на погребение
9165 р. 37 коп
8370 р. 20 коп.
7793 р. 48 коп.
6964 р. 68 коп.
4000 р.
В районах и местностях, где установлен районный коэффициент к заработной плате, предельный размер определяется с применением районного коэффициента.
Социальное пособие на погребение выплачивается, если обращение за ним последовало не позднее шести месяцев с даты государственной регистрации смерти.
Заявление подается заявителем в любой территориальный орган СФР лично или в электронной форме с использованием федеральной государственной информационной системы «Единый портал государственных и муниципальных услуг (функций)» Обратиться за выплатой социального пособия на погребение можно в любой территориальный орган СФР.
Выплата социального пособия на погребение осуществляется по желанию заявителя:
через кредитную организацию путем зачисления суммы социального пособия на погребение на счет заявителя, открытый в данной кредитной организации (перечисление данного пособия на счет заявителя, открытый в кредитной организации, осуществляется СФР в день принятия решения о назначении и выплате социального пособия на погребение);
через организацию федеральной почтовой связи путем вручения суммы социального пособия на погребение в кассе организации федеральной почтовой связи, осуществляющей доставку социального пособия на погребение (выплата пособия осуществляется в день обращения заявителя в организацию федеральной почтовой связи на основании доставочного документа, представленного СФР в организацию федеральной почтовой связи).
заявление может быть подано не позднее шести месяцев с даты государственной регистрации смерти;
размер социального пособия на погребение определяется на дату составления записи акта о смерти и по последнему месту жительства умершего, а при отсутствии места жительства - по месту государственной регистрации смерти;
размер социального пособия выплачивается с учетом районного коэффициента.
Если стоимость услуг, предоставляемых согласно гарантированному перечню услуг по погребению, утверждена органами местного самоуправления в меньшем размере, чем установленный предельный размер социального пособия на погребение, выплачивается сумма, равная стоимости утвержденных услуг.
Перечень необходимых документов:
документ, удостоверяющий личность заявителя
заявление о назначении социального пособия на погребение или получении выписки о выборе получения услуг, предоставляемых согласно гарантированному перечню услуг по погребению
* Расходы, связанные с погребением умерших участников и инвалидов Великой Отечественной войны, возмещаются за счет средств Министерства обороны РФ.",pensionres,https://sfr.gov.ru/grazhdanam/pensionres/
